id|imsi|imei|cell|lac|event_type|event_ts
1240|345642798|39345880013171|8126|32|5|25/12/2020 10:53
1241|437044768|39913610882160|4064|50|2|24/12/2020 07:58
1242|892477670|69754986511260|7762|30|6|04/12/2020 14:16
1243|483160472|59702073810630|4078|11|4|24/12/2020 20:24
1244|518593350|84274533745357|3919|76|1|09/12/2020 08:34
1245|323274578|92079308388919|6389|57|8|29/12/2020 21:13
1246|895405257|12418145805870|7313|69|8|01/12/2020 08:09
1247|449097542||5686|50|6|29/12/2020 13:36
1248|785071982|77777357837597|6762|16|1|09/12/2020 12:31
1249|683412626|47333645303036|2906|17|4|18/12/2020 09:44
1250|710240097|11655755317195|3932|52|2|14/12/2020 04:55
1251|812770252|90296487154770|4485|29|9|
1252|527978555|22930467689582|1499|24|4|12/12/2020 19:38
1253|699041769|21015005852724|8609|54|9|07/12/2020 10:12
1254|570053641|55857151181504|9373|68|5|07/12/2020 07:51
1255|788777473|83936911917841|8220|42|4|24/12/2020 13:55
1256|206154475|53433855943343|2447|92|5|23/12/2020 08:14
1257|629150463|35568290141301|4962|20|8|07/12/2020 16:29
1258|820826354|15467768318706|7170|67|5|28/12/2020 00:26
1259|960250540|83816782710067|1670|32|2|24/12/2020 09:40
1260|528306543|41567176560111|8506|88|9|18/12/2020 06:08
1261|471764717|51353963071832|7650|72|1|12/12/2020 13:41
1262|792868217|88596684642297|7968|34|9|19/12/2020 09:12
1263|130315740|63037808550665|6240|88|2|22/12/2020 19:32
1264|411685052|68270556209993|2700|47|1|18/12/2020 10:10
1265|721863090|76862740576794|9295|23|1|14/12/2020 16:51
1266|975256187|99396597831930|4690|16|1|30/12/2020 07:25
1267|358764394|87954271662363|6242|48|5|12/12/2020 04:07
1268|853434584|16681944283765|6360|51|7|18/12/2020 04:03
1269|304474845|39423762919623|8541|99|1|06/12/2020 08:49
1270|497271926|76811040669943|3943|79|4|09/12/2020 20:30
1271|990192303|62931188692669|9751|95|5|12/12/2020 06:49
1272|434557239|40954348858975|6980|48|7|25/12/2020 01:04
1273|613607756|97669143080437|5300|88|3|13/12/2020 08:16
1274|138385762|14160161352418|2626|87|4|22/12/2020 22:37
1275|145087741|14755874768421|8698|66|8|03/12/2020 13:46
1276|318003016|58671955053152|5684|58|1|27/12/2020 07:09
1277|687753708|75678682662198|8075|47|1|15/12/2020 13:41
1278|807828327|94385601079434|4038|56|4|03/12/2020 11:50
1279|631267796|60538770469956|4648|69|6|13/12/2020 21:56
1280|577205024|89938240840232|2668|42|9|16/12/2020 17:42
1281|833350828|83243993340496|4437|64|1|19/12/2020 14:14
1282|363751501|96968597630428|6612|31|6|29/12/2020 15:59
1283|305782456|76358766293245|4966|44|6|23/12/2020 01:35
1284|953974476|90091753843500|9512|51|2|03/12/2020 00:43
1285|585019670|32128967727441|6295|59|8|12/12/2020 03:22
1286|419785959|22916677531395|9538|39|7|02/12/2020 07:01
1287|268061481|27858309214685|3568|52|4|03/12/2020 22:58
1288|168976852|41182549268115|3300|15|1|16/12/2020 15:50
1289|608395423|11792322182046|5527|98|4|04/12/2020 06:49
1290|352533946|75729227031608|5402|51|8|08/12/2020 09:50
1291|418371243|84336631143482|4921|39|9|03/12/2020 01:03
1292|182815269|41430440089069|7771|28|3|28/12/2020 20:25
1293|668831328|35372105932852|5627|43|7|05/12/2020 12:30
1294|935520156|19185901188089|4779|62|2|12/12/2020 13:03
1295|658722035|19155505746238|3019|97|8|06/12/2020 07:44
1296|929767491|88705731553103|7990|22|4|29/12/2020 00:53
1297|617110284|64392853615366|7074|11|5|17/12/2020 23:25
1298|341838673|73102155332718|8793|93|8|30/12/2020 07:03
1299|245395475|41205897716606|4635|98|5|06/12/2020 03:48
1300|485540806|24719273530544|5536|85|8|17/12/2020 11:35
1301|350625764|23105345102357|9934|29|5|09/12/2020 03:54
1302|369953203|29903776802561|8926|96|9|25/12/2020 22:52
1303|231533059|93212562696102|3505|17|9|10/12/2020 01:29
1304|131081937|67144232254456|9256|77|4|09/12/2020 07:04
1305|794637810|60329186481204|1915|88|4|02/12/2020 22:40
1306|679435678|47473778926890|1896|78|3|26/12/2020 04:00
1307|872233020|19781235470141|1230|63|6|22/12/2020 20:45
1308|988687553|96467344491678|3873|56|3|26/12/2020 16:19
1309|601038591|87954677396230|3578|33|8|13/12/2020 16:35
1310|288024521|44139068258693|8439|54|5|25/12/2020 03:47
1311|666429463|99982963850087|4179|23|1|02/12/2020 21:02
1312|125629376|43677750560130|7965|41|2|30/12/2020 08:03
1313|604841148|78557492238736|5574|92|5|05/12/2020 18:13
1314|362247027|70735514237213|4867|48|1|28/12/2020 18:04
1315|601511671|18624701941454|4730|69|1|02/12/2020 21:11
1316|841132103|70395781952629|5439|51|7|29/12/2020 12:15
1317|683201082|90035637734915|4884|28|8|14/12/2020 12:29
1318|800014337|36258364905203|6708|60|2|02/12/2020 01:05
1319|564127947|38934613331709|4533|90|5|01/12/2020 01:35
1320|344114733|39374845490290|8989|54|2|26/12/2020 16:58
1321|437663073|36829802888884|1413|81|3|29/12/2020 18:13
1322|839624925|21432146291420|5161|72|2|22/12/2020 12:14
1323|436779582|18195355555184|9284|91|3|26/12/2020 23:42
1324|489531307|39057528217659|6530|41|1|11/12/2020 00:12
1325|272969102|12520504262115|8399|61|6|28/12/2020 16:09
1326|469159616|42997961079182|1957|30|7|16/12/2020 12:09
1327|454791516|89492878253013|8043|78|2|14/12/2020 17:28
1328|703543589|25914761542783|7321|12|8|24/12/2020 02:11
1329|447791190|87761129403853|4290|73|9|17/12/2020 11:10
1330|986274309|44831808020077|3063|19|6|28/12/2020 22:36
1331|494668662|14452753776821|1327|76|1|11/12/2020 17:02
1332|660480881|98120300281405|5940|70|1|20/12/2020 22:29
1333|943395313|84577539844443|2845|35|8|20/12/2020 05:33
1334|688111358|20957217057331|7222|54|5|26/12/2020 18:01
1335|842138335|96253536220029|7809|15|5|20/12/2020 01:59
1336|837225324|99415340036662|1570|82|8|04/12/2020 07:46
1337|440772712|99418366961072|4858|84|6|18/12/2020 15:32
1338|173735829|44129914298701|7062|60|7|25/12/2020 19:16
1339|996762960|76546899258226|9955|79|8|18/12/2020 05:33
1340|813065435|38702460270906|5917|52|5|20/12/2020 02:07
1341|413040363|41091617816318|1301|74|4|05/12/2020 22:58
1342|354166117|26989770488818|6246|48|3|05/12/2020 02:53
1343|937851722|82981240793488|8847|55|7|22/12/2020 18:39
1344|946355154|54842493454873|6540|49|6|21/12/2020 04:01
1345|628044028|95332574474018|8628|18|6|30/12/2020 03:57
1346|660736545|56689106786951|5798|22|9|20/12/2020 21:12
1347|911624667|19168369540046|1126|60|4|07/12/2020 22:27
1348|516661541|46801695299790|2637|71|7|26/12/2020 17:45
1349|318227854|84625909166940|9399|86|2|03/12/2020 01:36
1350|168342462|37999888934533|1160|17|9|27/12/2020 09:46
1351|831286136|95115277918554|8360|55|4|25/12/2020 14:51
1352|135977358|25882237743042|3765|34|9|17/12/2020 19:58
1353|189644627|98560677049741|6709|54|5|19/12/2020 02:34
1354|151697415|11200632620604|3725|24|6|22/12/2020 08:34
1355|593056701|47459238890461|1885|85|5|05/12/2020 00:15
1356|530404258|43915550348348|9234|20|7|20/12/2020 13:00
1357|129190168|15140536204712|6409|20|3|21/12/2020 08:19
1358|561163820|77072603300914|3192|55|1|20/12/2020 22:17
1359|957338112|87855705372148|1369|95|6|01/12/2020 13:32
1360|370589294|63619398418000|3581|27|4|31/12/2020 17:31
1361|449638021|15659443099136|4086|47|9|07/12/2020 03:16
1362|998541171|13505585357217|2143|85|2|28/12/2020 19:37
1363|688097704|17896076715061|8323|25|5|30/12/2020 19:41
1364|752043376|74834213116915|6852|99|3|16/12/2020 00:32
1365|811085551|16325799756668|4454|63|9|19/12/2020 13:34
1366|871385869|67999607379344|4418|81|3|13/12/2020 10:20
1367|509980545|47786978687410|5102|82|8|14/12/2020 01:35
1368|785284947|83045787073499|3108|22|5|10/12/2020 02:11
1369|314402879|61405234196182|2854|31|4|16/12/2020 01:24
1370|796520375|81665486372160|6230|49|1|14/12/2020 02:19
1371|488296027|87504948506613|4889|50|4|21/12/2020 05:04
1372|369902616|35957503131034|5531|20|5|15/12/2020 11:38
1373|701509628|19535201770765|9535|73|2|02/12/2020 02:06
1374|435800184|71402947793249|3958|71|8|29/12/2020 22:41
1375|870272897|57186737916860|8132|64|9|05/12/2020 07:10
1376|583429094|72500317869642|3352|70|8|17/12/2020 17:27
1377|223043918|36128634261502|8547|15|3|22/12/2020 01:07
1378|404194561|75803302481310|8133|56|3|07/12/2020 18:56
1379|970013039|96999083025400|6964|55|3|18/12/2020 20:02
1380|999413475|81519430402443|2936|82|9|02/12/2020 19:12
1381|766021688|13141197479295|8040|42|4|23/12/2020 13:19
1382|790846081|60903651198165|2564|33|4|07/12/2020 22:10
1383|954848244|94521350150515|5768|25|9|19/12/2020 11:01
1384|215761996|42528402786341|4487|63|3|02/12/2020 19:08
1385|279041799|43715610736875|6782|46|5|31/12/2020 07:17
1386|495674077|50700125722219|5229|77|9|25/12/2020 08:43
1387|776635371|96826090548295|1329|55|6|08/12/2020 15:52
1388|294344352|77287950604462|3596|57|8|02/12/2020 19:35
1389|647841566|48061144962509|9446|45|7|22/12/2020 03:45
1390|488140455|72616752518659|8729|34|1|28/12/2020 13:29
1391|425822471|71041145802963|2813|78|9|03/12/2020 04:37
1392|465649513|55148762487197|1400|50|8|14/12/2020 12:34
1393|282654097|81862681239452|3055|87|4|18/12/2020 08:42
1394|584242577|99639438791035|7500|75|3|01/12/2020 08:15
1395|745682654|87628850853042|4396|32|5|11/12/2020 11:25
1396|112507581|55844143583821|1348|82|8|26/12/2020 04:18
1397|788198609|87952778819673|7782|13|9|07/12/2020 22:58
1398|583839559|64282045168684|9657|50|2|21/12/2020 00:09
1399|468185675|81824443055993|7748|12|6|17/12/2020 11:43
1400|478558662|32212626421831|3271|14|9|27/12/2020 06:16
1401|825108871|42342381477014|4190|15|8|30/12/2020 15:44
1402|884447107|82181885116579|6807|94|7|08/12/2020 14:45
1403|128227508|84485078432773|3769|70|5|20/12/2020 08:09
1404|617291181|72069368298242|9224|64|4|24/12/2020 00:25
1405|766431884|20806937062517|2417|12|2|28/12/2020 17:22
1406|501467999|52860648137312|2216|63|3|28/12/2020 05:00
1407|945671149|52858040721464|7268|42|7|26/12/2020 10:11
1408|727119403|65243396826737|7905|99|9|19/12/2020 10:09
1409|645328798|63128456894886|4289|11|7|27/12/2020 09:55
1410|510238874|43141983498951|9156|71|5|02/12/2020 08:16
1411|390881042|83356705525814|6920|97|6|31/12/2020 05:47
1412|144908552|63213099653643|2377|80|1|20/12/2020 13:45
1413|277573584|68502556952682|1478|20|3|03/12/2020 01:42
1414|791982854|47403553967670|4290|70|7|30/12/2020 19:28
1415|478284568|29575514114830|1330|79|2|21/12/2020 03:52
1416|866105166|88935149757601|9110|14|4|04/12/2020 06:46
1417|466431693|47107672304298|5079|61|4|12/12/2020 19:40
1418|648580396|69614935229859|8299|36|8|14/12/2020 15:16
1419|608899567|33012193777739|5901|78|1|13/12/2020 20:36
1420|956916500|88530558668980|7399|15|4|29/12/2020 22:36
1421|496899684|44447260388687|8089|71|3|18/12/2020 18:14
1422|743699488|91489500146620|1953|65|2|13/12/2020 03:13
1423|355871754|37334383572640|3806|20|5|06/12/2020 15:44
1694|840073447|84593907641565|6239|78|5|06/12/2020 22:25
1695||46749268482218|4968|58|7|11/12/2020 21:48
1696|259020931|91323636373334|1520|68|8|13/12/2020 22:05
1697|756871880|87481361922638|3897|70|7|04/12/2020 08:07
1698|589735517|71949469650926|2001|69|4|13/12/2020 16:34
1699|981204417|62290550319021|9370|94|6|28/12/2020 16:40
1700|237674229|67641344234800|3963|43|2|30/12/2020 16:47
1701|375083807||3446|75|8|10/12/2020 11:30
1702|193304434|47973825163379|2565|50|2|25/12/2020 11:16
1703|818508933|84462416868128|8366|26|4|21/12/2020 19:00
1704|124848566|36177685144127|6280|48|5|14/12/2020 14:45
1705|895431974|63896336646283|2556|69|7|11/12/2020 14:13
1706|927755035|40507505938055|8094|17|5|17/12/2020 06:26
1707|381253416|14101295756444|3510|23|2|22/12/2020 11:59
1708|931041832|18858588520533||98|2|22/12/2020 11:05
1709|658790287|18529511491262|9941|26|3|04/12/2020 16:44
1710|287853838|71290281254158|1135|54|5|02/12/2020 03:55
1711|547191691|57047149243569|7261|51|6|12/12/2020 12:51
1712|579086251|56224665498984|6958|69||24/12/2020 04:15
1713|446627628|73380929427548|4579|58|9|26/12/2020 03:33
1714|677295657|25075446603051|3017|24|3|26/12/2020 07:27
1715|368771466|79175114681443|3552|36|7|30/12/2020 15:31
1716|560666808|91434934004512|2708|71|8|13/12/2020 19:37
1717|140711437|22197952940278|4653|70|3|08/12/2020 06:07
1718|824936117|45905489987838|8233|39|4|09/12/2020 12:22
1719|492973602|13171577249336|1520|47|7|
1720|111853206|63259865554767|5980|96|7|20/12/2020 11:54
1721|934449941|49978961299850|8364|69|8|26/12/2020 20:31
1722|227856208|95720899936717||58|3|19/12/2020 16:53
1723|434671636|23943409527311|6588|52|6|12/12/2020 05:34
1724|802027890|42894848969391|4168|48|4|12/12/2020 00:12
1725|877560317|35126281250129|7645|72|1|08/12/2020 16:23
1726||11604431011402|3087|76|1|07/12/2020 17:27
1727|752778651|81564587324121|2342|37|4|
1728|219025811|16146416084387|2621|30|6|16/12/2020 22:50
1729|851844171|96790501094660|2915|23|4|06/12/2020 08:19
1730|305024360|91162011484657|9063|18|3|08/12/2020 16:19
1731|726489546||1226|74|8|19/12/2020 00:28
1732|786494365|85650468688086|6683|24|1|17/12/2020 21:21
1733|259047015|38922525932779|7978|53|8|22/12/2020 13:22
1734|267546252|16232026891811|8877|12|8|02/12/2020 00:10
1735|715510141|85761009921734|4173|55|6|14/12/2020 22:03
1736|672195445|30807180993549|7028|58|9|14/12/2020 09:20
1737|594742257|27854099989113|4224|49|6|23/12/2020 03:53
1738|750304437|58898069353493|8813|35|7|05/12/2020 16:38
1739|779949953||1332|49|4|07/12/2020 06:17
1740|380659420|48723696052702|4947|68|5|27/12/2020 23:20
1741|420108543|14215420925398|3336|54|7|24/12/2020 20:39
1742|817755123|83506724290284|3502|27|5|09/12/2020 18:11
1743|576818374|15419650389004|2444|26|2|
1744|274329052|67188664201203|2847|83|1|10/12/2020 13:41
1745|461968734|44294996013275|2386|47|7|15/12/2020 08:15
1746|816442637|25772500624942|6733|50|5|03/12/2020 04:12
1747|559983931|67314506916563|6900|94|2|18/12/2020 04:44
1748|286217580|81026842358935|5790|26|3|11/12/2020 03:22
1749|887281616|20441312211615|5364|61|1|03/12/2020 07:50
1750|480121035|25509424954183|1658|89|5|07/12/2020 10:32
1751|971170099|45578855478855|6470|40|8|03/12/2020 20:01
1752|713206009|96203080632036|4257|31|6|06/12/2020 16:44
1753|158409909|97777512069667|7877|96|1|23/12/2020 05:36
1754|835850261|56666912250744|2495|83|7|04/12/2020 13:01
1755|527656246|25877353536687|8538|21|2|17/12/2020 17:59
1756|908398219|35140272719099|8573|33|6|19/12/2020 04:17
1757|311456337|73905119697789|4841|99|6|06/12/2020 17:05
1758|575490601|74400128853173|5507|26|9|22/12/2020 03:03
1759|945118430|79514110775437|1288|93|2|09/12/2020 23:40
1760|595997555|37771216755566|6806|50|1|31/12/2020 20:18
1761|471151552|61076958962440|1417|19|9|20/12/2020 13:46
1762|297791978|22983759901411|7554|21|6|28/12/2020 02:36
1763|656536994|78044651443609|2297|85|3|22/12/2020 01:11
1764|893752364|58930170580140|2372|22|6|30/12/2020 04:27
1765|894001000|14698802692381|9488|82|7|26/12/2020 03:47
2186|267901129|70512309728460|5192|23|9|13/12/2020 01:56
2187||46444038892038|5322|36|2|09/12/2020 08:47
2188|364422963|28882505191271|4921|45|9|16/12/2020 11:05
2189|792237825|43994963536899|9306|47|3|04/12/2020 05:13
2190|322537027|82258014354128|6056|96|6|03/12/2020 15:09
2191|470781368|46796088212205|4082|50|2|03/12/2020 12:35
2192|608438615|13018489651175|6700|75|4|11/12/2020 12:08
2193|781372713||4716|90|5|27/12/2020 01:09
2194|135166863|55733544456702|6628|98|3|02/12/2020 06:11
2195|289846886|70981650500980|7709|26|5|12/12/2020 06:32
2196|640687447|20187671799892|6546|28|8|13/12/2020 15:45
2197|464421517|57571137854866|1863|51|9|26/12/2020 08:34
2198|325602791|83449761103491|3248|54|6|02/12/2020 06:28
2199|552498057|80628074401859|5746|66|4|26/12/2020 12:24
2200|192689149|70576624858101||87|4|15/12/2020 15:46
2201|967243520|53230740013070|3901|53|3|16/12/2020 13:24
2202|298407530|90775973922328|6188|91|6|02/12/2020 17:50
2203|412052098|75910085123225|9876|52|4|06/12/2020 04:24
2204|495203492|58163020757825|4078|62||11/12/2020 23:12
2205|409576736|67623300365163|1289|24|2|25/12/2020 16:11
2206|611718319|60889192513963|2115|83|9|26/12/2020 11:13
2207|665482371|64020193074341|2711|42|8|02/12/2020 19:56
2208|578466265|18337772749614|5875|47|8|21/12/2020 02:58
2209|386818713|61169421068719|4409|63|5|11/12/2020 10:54
2210|757911528|76336271925446|5637|21|4|14/12/2020 15:55
2211|899432356|39498583738264|4769|37|3|
2212|494875504|32085808204065|2236|51|3|24/12/2020 06:22
2213|731868464|79941259849939|1284|58|5|16/12/2020 20:44
2214|353049414|27931895416146||30|6|09/12/2020 06:01
2215|631367309|23131325058522|7248|40|3|12/12/2020 00:23
2216|944767406|23211784147591|9338|51|1|17/12/2020 16:35
2217|161326505|85055766917685|3298|88|2|26/12/2020 15:15
2218||65993422586220|9447|81|2|30/12/2020 05:11
2219|687938986|20067961234113|6246|66|1|
2220|902475345|37056191552717|8841|45|8|10/12/2020 15:09
2221|295932604|41579165966408|1444|15|9|06/12/2020 19:30
2222|375549421|31554950164017|4378|12|3|25/12/2020 07:11
2223|876488327||6020|48|7|20/12/2020 05:01
2224|560216239|23771419278788|8181|44|5|16/12/2020 14:02
2225|905284753|15196180047711|7251|86|7|22/12/2020 16:53
2226|206138121|12329274733892|4404|26|2|19/12/2020 05:15
2227|440997297|14102126012036|8945|86|5|10/12/2020 16:35
2228|554361247|49480185734942|1170|18|4|11/12/2020 05:24
2229|671412554|77353711976773|9697|83|9|10/12/2020 08:34
2230|604917767|13499475835277|7350|57|1|30/12/2020 08:46
2231|331997428||5380|34|2|17/12/2020 09:14
2232|787276892|76987904060357|9423|97|4|31/12/2020 03:32
2233|769281647|16675259710123|5512|71|2|17/12/2020 20:41
2234|654360172|31240285511081|8444|51|1|02/12/2020 10:06
2235|745978032|39561799448995|2356|58|2|
2236|781973112|71127533533297|9303|52|9|29/12/2020 00:34
2237|637463442|94941547442815|1819|99|5|04/12/2020 04:56
2238|924556269|32232423327248|7630|23|1|07/12/2020 16:14
2239|271249438|82220750933816|9765|25|1|11/12/2020 07:59
2240|363234521|57161989808871|3806|78|5|09/12/2020 16:42
2241|685882252|44401351672210|6522|72|7|05/12/2020 18:00
2242|271484537|67099907270700|7069|28|2|06/12/2020 06:39
2243|664212597|49266090793219|8257|66|7|07/12/2020 06:16
2244|245565481|27511917349354|5071|12|5|09/12/2020 13:08
2245|178043572|44396262182257|9389|44|1|04/12/2020 20:05
2246|716459841|38656146491831|5526|84|9|19/12/2020 12:53
2247|723792656|51054988960382|7906|83|2|21/12/2020 05:13
2248|146887571|94845243025902|7085|55|8|11/12/2020 22:51
2249|706659639|50580973712104|7384|18|1|27/12/2020 11:46
2250|228210151|43458955521013|8859|84|4|28/12/2020 04:29
2251|265561673|67987086299526|4413|33|8|30/12/2020 14:35
2252|479929803|89127305664620|9049|73|6|22/12/2020 00:16
2253|638729044|12709880195640|6915|21|8|24/12/2020 04:51
2254|573252266|18897016823829|5576|21|3|14/12/2020 07:49
2255|677948000|78830711223499|1368|26|2|17/12/2020 04:55
2256|433870882|13767690357199|9134|55|4|22/12/2020 01:07
2257|517413217|81098889664848|7016|37|9|26/12/2020 23:45
2258|870339371|96409277904533|1938|34|7|13/12/2020 20:24
2259|484398177|73618756945796|9942|16|7|25/12/2020 13:34
2260|935871826|20071272083428|6351|93|4|24/12/2020 14:45
2261|880432032|97442351233628|5509|32|6|26/12/2020 05:45
2262|636926992|93558788361625|5977|35|3|18/12/2020 03:00
2263|356753141|34460524214746|4583|38|9|07/12/2020 12:42
2264|880693329|75611633664766|5471|15|5|31/12/2020 19:33
2265|570221515|23077639805643|8895|36|3|28/12/2020 16:12
2266|811805822|62445551258792|3786|41|4|26/12/2020 02:16
2267|662185188|70371667897648|7762|86|5|12/12/2020 05:09
2268|328414189|28060576693138|7448|96|9|21/12/2020 04:51
2269|340693562|57717541034790|3803|78|6|06/12/2020 15:31
2270|366569991|50163417019925|8143|51|4|08/12/2020 23:56
2271|133985162|64065549480861|9707|96|6|15/12/2020 18:04
2272|167435252|76506347163861|3299|81|9|12/12/2020 02:57
2273|265781040|84575868566601|9574|55|7|25/12/2020 22:38
2274|926494880|48286567170464|9594|58|4|27/12/2020 00:35
2275|268031849|33277400172057|7815|13|1|09/12/2020 04:23
2276|216024976|48053362107671|3295|67|1|05/12/2020 18:14
2277|847402852|83898076935637|1725|82|8|23/12/2020 18:29
2278|158740190|45029361727802|6186|42|2|07/12/2020 05:30
2279|947764404|14007063603661|8058|20|7|06/12/2020 20:11
2280|722372298|19371418104273|1940|50|4|29/12/2020 13:41
2281|320226405|47716783885855|4599|85|2|30/12/2020 04:20
2282|482867766|31443466138594|7637|76|2|14/12/2020 22:34
2283|207946598|85354784237943|5610|77|2|21/12/2020 15:52
2284|270804785|92888186657229|7830|11|1|13/12/2020 17:29
2285|980864941|29598769427684|9606|20|4|31/12/2020 11:14
2286|627117637|84328691408083|3926|48|8|01/12/2020 21:32
2287|718709610|31772516009805|5935|72|2|19/12/2020 16:23
2288|954800058|35078370519859|2491|81|5|08/12/2020 01:30
2289|998671001|18050574142000|2118|99|6|12/12/2020 06:39
2290|495629911|58887198938259|9155|67|9|11/12/2020 05:59
2291|397572884|48166485270618|9989|55|6|17/12/2020 01:06
2292|721389469|76671326634498|8704|83|7|05/12/2020 09:03
2293|270716540|92388013103153|6222|19|7|14/12/2020 02:07
2294|285108479|59687984470862|9259|74|4|25/12/2020 21:44
2295|978004253|74412603161656|4933|98|4|31/12/2020 22:44
2296|241840910|30048498438429|6172|52|3|02/12/2020 07:13
2297|658769917|36328907688726|2392|57|6|17/12/2020 08:20
2298|702244648|50609207380531|8717|37|6|04/12/2020 16:17
2299|450957711|69601722819734|8385|53|8|09/12/2020 09:51
2300|273311629|23507123502613|5853|11|5|14/12/2020 10:22
2301|228681275|63741084972363|9857|59|2|11/12/2020 20:39
2302|828828393|46050750449350|5132|59|4|03/12/2020 20:28
2303|158649767|78007611121275|8705|46|3|20/12/2020 04:27
2304|570588462|12412626704814|1239|96|8|09/12/2020 07:15
2305|626157369|16268002168190|6337|83|4|17/12/2020 20:41
2306|646778903|56780948149598|2990|52|7|20/12/2020 01:41
2307|286365933|38029752408163|6412|29|8|04/12/2020 19:07
2308|885491643|73326649279729|7178|23|9|20/12/2020 20:04
2309|621682296|18637333823464|4961|72|5|27/12/2020 07:12
2310|973618410|65641476207733|2018|46|1|12/12/2020 20:07
2311|972020477|53925723776449|1825|26|1|20/12/2020 03:44
2312|120730763|22912364438802|7407|42|3|24/12/2020 10:07
2313|888190941|60870183420781|7954|16|6|28/12/2020 21:20
2314|756108196|69489661540899|3734|66|6|07/12/2020 21:38
2315|463441050|99438814000658|3546|51|3|27/12/2020 17:48
2316|624919716|41202197139914|4995|75|3|15/12/2020 21:46
2317|895983319|70321561363651|2298|86|4|27/12/2020 21:02
2318|507695491|81368671706773|1886|54|9|20/12/2020 05:33
2319|715741763|35579928639691|8135|98|3|30/12/2020 04:37
2320|196490117|31087705097127|9634|92|7|11/12/2020 11:40
2321|315238149|31858114384085|1448|70|8|22/12/2020 10:58
2322|645474700|21181856105903|7666|71|4|19/12/2020 19:24
2323|627567185|74038802313795|1444|69|2|14/12/2020 19:15
2324|271121490|72375812008285|4569|71|7|02/12/2020 08:19
2325|496680640|81792772579164|3710|16|8|29/12/2020 14:22
2326|280005665|34545635421210|7429|36|1|31/12/2020 08:31
2327|182814853|75674900372872|6107|86|8|20/12/2020 19:36
2328|501778543|61359562993490|3686|95|4|05/12/2020 09:25
2329|830056081|48587178347983|5630|61|4|27/12/2020 18:42
2330|628300834|82384311445676|6311|57|7|01/12/2020 15:04
2331|839582289|53913175318346|9111|99|9|25/12/2020 01:31
2332|581483376|45338062755027|4035|44|2|18/12/2020 11:45
2333|821570321|99086640848265|1418|68|6|09/12/2020 12:54
2334|372667184|45768449506617|5760|51|9|15/12/2020 20:11
2335|999421894|52108236666518|4068|27|2|09/12/2020 20:07
2336|582020518|87041972078199|7798|37|3|19/12/2020 02:12
2337|306766220|13619707016967|4122|86|8|02/12/2020 15:23
2338|871714714|69582577183071|8483|36|4|22/12/2020 20:16
2339|120058095|31763157690205|4357|12|7|08/12/2020 22:16
2340|519886677|40116052988542|7033|75|7|01/12/2020 18:02
2341|912682554|26171367758680|3858|73|9|05/12/2020 20:51
2342|209290238|97764399757820|9273|88|8|17/12/2020 07:46
2343|501629063|81380303884792|4806|62|3|16/12/2020 13:13
2344|409708129|11409312892601|7964|50|5|12/12/2020 08:32
2345|910648870|46884954325345|1724|86|6|06/12/2020 18:17
2346|269356614|49111460291826|2109|24|4|18/12/2020 00:36
2347|281839628|62691795782024|7404|62|5|22/12/2020 08:25
2348|930292260|83660786397129|4782|96|4|17/12/2020 12:02
2349|146370823|19453933955115|6275|28|4|27/12/2020 22:06
2350|682412654|55237752473435|8417|79|5|19/12/2020 21:36
2351|941699948|48050360849933|7166|36|9|08/12/2020 20:28
2352|163170924|62022388643162|1981|79|1|18/12/2020 18:09
2353|370076786|92702998149827|6571|44|3|17/12/2020 06:59
2354|679156877|64218233373791|2496|55|4|28/12/2020 02:20
2355|810233981|49212877332992|1815|46|4|10/12/2020 07:00
2356|926536863|43880919951532|7594|30|6|06/12/2020 18:37
2357|830756342|57268300332555|4296|59|6|18/12/2020 11:03
2358|346950932|25426844913140|9235|52|6|14/12/2020 19:40
2359|664190786|39068679841315|3551|35|6|05/12/2020 23:40
2360|539452676|90193645149776|2791|75|5|31/12/2020 19:18
2361|566527901|29496895842015|1408|36|9|31/12/2020 02:51
2362|874729254|57497456186072|1317|12|2|26/12/2020 03:13
2363|138097920|44735603687901|8875|23|6|22/12/2020 22:05
2364|343308558|13334642259130|5496|83|6|28/12/2020 20:50
2365|611514959|84890800426468|7191|86|1|26/12/2020 23:11
2366|642650460|31908979705085|2954|85|5|13/12/2020 02:47
2367|142068502|29784054398146|4216|59|3|12/12/2020 09:22
2368|600530730|35401154278803|5914|33|1|20/12/2020 13:33
2369|631068379|84774701761186|6430|23|9|22/12/2020 09:07
2370|694507131|69744502682353|5842|96|1|09/12/2020 23:22
2371|780966405|91322487890551|4043|85|9|02/12/2020 23:20
2372|291595028|66053938702638|8784|45|9|10/12/2020 11:36
2373|617075320|73557420455069|4612|44|4|07/12/2020 14:59
2374|800296948|26836061868710|1754|76|9|23/12/2020 11:06
2375|805937098|31480443607646|9968|22|1|26/12/2020 17:58
2376|893858814|68013302949941|9886|97|9|12/12/2020 14:17
2377|748611560|69062063520658|6258|34|6|06/12/2020 04:29
2378|163962529|48263423429621|9968|14|5|25/12/2020 00:38
2379|966402562|14521143577671|8564|42|6|23/12/2020 00:51
2380|257100057|24397665278132|5530|85|6|05/12/2020 14:00
2381|446090523|94281930857951|3384|64|9|28/12/2020 04:53
2382|509203917|49509291380836|3838|67|5|09/12/2020 18:54
2383|571690725|68274298961438|4322|93|8|10/12/2020 17:09
2384|644290872|78636990116679|8378|24|4|04/12/2020 19:56
